image,img_w,img_h,x,y,w,h,subset
17e716a0bc61ea.jpg,1690,1690,437,116,265,110,train
1462f8924126a3.jpg,1546,1546,739,506,313,135,train
fa75435413dc3d.jpg,624,624,70,25,416,252,train
662a48dc934871.jpg,1453,1453,22,75,1383,931,train
f6b20d2c64b851.jpg,1724,1724,801,423,363,308,train
e355a400ef7ae1.jpg,1199,1199,62,86,1080,617,train
e1bf09a16f8fa0.jpg,3456,3456,1308,823,594,399,train
85b39f6cff9fd6.jpg,3504,3504,1589,929,767,612,train
1a17dde58ba276.jpg,3599,3599,1775,1308,294,118,train
6fb920dfa6587f.jpg,736,736,37,23,645,399,train
cac59c826f198a.jpg,3456,3456,1282,805,1045,662,train
e2d0a86fc87077.jpg,3599,3599,1090,470,1249,654,train
1de929ec5673b1.jpg,606,606,446,43,94,36,train
8701d7ebca8439.jpg,574,574,139,8,124,72,train
ad48717c96b890.jpg,2358,2358,987,401,463,275,train
f9cf1103cec7a8.jpg,3600,3600,522,68,298,140,train
f51a8de801c55e.jpg,2058,2058,368,138,1219,938,train
2932c8f2043190.jpg,448,448,7,42,431,319,train
dfcba526a6d4d3.jpg,1000,1000,322,210,348,250,train
dc7e801261c045.jpg,2914,2914,1109,429,1223,761,train
a409f17fbbf2d6.jpg,3600,3600,1575,659,218,145,train
afc279096b9662.jpg,3599,3599,2922,118,415,195,train
97898390e06a49.jpg,3599,3599,1357,1344,773,267,train
a9b131bf086dbd.jpg,485,485,1,23,480,406,train
1636e983cea3ea.jpg,2492,2492,418,49,436,190,train
6b37e7cf194da3.jpg,3600,3600,2181,1052,510,255,train
36b4d785b3afb0.jpg,3456,3456,1234,541,821,576,train
ae635e29ac19c4.jpg,1010,1010,315,36,332,251,train
091134d7aec41f.jpg,3599,3599,372,1033,559,228,train
88c9290dda4c8d.jpg,3599,3599,1639,975,231,170,train
f05e28d2ed806d.jpg,1065,1065,2,185,169,94,train
66673898a2aeae.jpg,1554,1554,1009,413,519,280,train
99c0c839f2998a.jpg,3599,3599,750,750,1045,821,train
de3ff2bbeb55de.jpg,3504,3504,1545,697,527,390,train
3b9bc5d5ab39a4.jpg,3599,3599,456,268,2746,1688,train
76198126e44ab0.jpg,3456,3456,1188,346,641,433,train
1e0d5e9c0b47c6.jpg,2012,2012,1739,397,273,246,train
076b312fcba59a.jpg,3600,3600,2116,71,848,327,train
3203104823d052.jpg,1480,1480,443,165,361,150,train
25c09eee46f53b.jpg,3599,3599,2351,1139,543,534,train
d42ab68c522c76.jpg,3599,3599,1351,913,311,253,train
3399ef6dc06412.jpg,3600,3600,1656,576,698,331,train
1a1be09bb022a1.jpg,1291,1291,216,89,682,394,train
01007d63ca94b1.jpg,1796,1796,474,164,919,598,train
00b0f5aa111833.jpg,322,322,0,5,322,338,train
b25449ed612845.jpg,3600,3600,936,42,1148,379,train
41b2db8bd5901c.jpg,1567,1567,795,144,238,74,train
bfd60c95f0b81d.jpg,3600,3600,1409,421,1490,804,train
7990bc6c0a7b52.jpg,2628,2628,140,214,2189,1460,train
c7eb15c105aec9.jpg,2286,2286,396,285,1731,882,train
3f0e19d17b3552.jpg,3600,3600,1483,858,709,277,train
1cab3c166524c7.jpg,3456,3456,1346,706,462,362,train
4ee21d2b263300.jpg,3599,3599,1288,922,320,143,train
a66ccc192840f9.jpg,3504,3504,1379,586,989,783,train
f2d74bb9e62dd6.jpg,3456,3456,893,410,607,434,train
e5bc51b4cbaa0d.jpg,3456,3456,1684,1096,298,237,train
2c15c1a8adf28f.jpg,1752,1752,441,12,283,178,train
b0b84a9d179d67.jpg,578,578,189,55,154,47,train
86244c83b4b35c.jpg,2240,2240,1289,724,310,116,train
883da0e7bffbc1.jpg,3599,3599,1935,1373,298,138,train
0b876502777225.jpg,940,940,155,101,723,416,train
493080c839a7a3.jpg,2957,2957,241,0,1200,608,train
d0cf2f3365d492.jpg,3003,3003,1381,22,515,211,train
ce5d7839ed4709.jpg,3423,3423,370,38,318,134,train
b33ae60187ff85.jpg,3599,3599,2,105,314,311,train
2e0d37817e0695.jpg,3072,3072,945,389,791,957,train
4c2b3fb90a1912.jpg,601,601,12,40,586,449,train
e8b169d680704c.jpg,3600,3600,1168,1160,249,189,train
a92f5a72c939c1.jpg,934,934,7,26,920,700,train
c2dea3b7908459.jpg,680,680,8,43,426,363,train
df1ec72ededb53.jpg,3600,3600,1446,766,493,400,train
97885aeddc794c.jpg,825,825,13,38,792,549,train
29d0108b02388f.jpg,3599,3599,17,101,1848,1149,train
8cbf4e45b27f0e.jpg,482,482,120,39,249,215,train
b783207d657b22.jpg,1219,1219,448,62,118,59,train
2b7dfa208bcfce.jpg,1576,1576,176,53,251,110,train
d14593ea504097.jpg,3599,3599,1624,1076,280,158,train
6a5fbe7194c86c.jpg,1647,1647,51,147,504,304,train
4cf83e2f58d0d4.jpg,3599,3599,254,1490,901,593,train
303688700f408b.jpg,2204,2204,1542,21,198,106,train
659c1fbefb639a.jpg,839,839,376,13,230,72,train
0ff6969e161a9e.jpg,3599,3599,746,354,1546,946,train
b1f5506a7ffbb9.jpg,492,492,3,12,488,358,train
4a0b656ae0b06e.jpg,2868,2868,2094,12,392,190,train
ea5429ab37610c.jpg,3599,3599,656,1162,349,203,train
7ddcdd82180045.jpg,3456,3456,1348,659,830,561,train
28cd64cd238f08.jpg,1759,1759,1020,20,261,100,train
df4a6b0f414e0e.jpg,3599,3599,2185,376,738,324,train
10c13b6071a093.jpg,464,464,4,27,456,406,train
4f2b37e151a8df.jpg,1800,1800,0,200,151,267,train
75a5f5d11f76f4.jpg,3599,3599,1971,972,227,96,train
8c60396a00999b.jpg,3600,3600,1139,14,659,263,train
7c2bea09cfab28.jpg,2101,2101,422,361,500,183,train
a559bfca32a67d.jpg,3600,3600,801,84,1230,427,train
e632431dfb067e.jpg,3599,3599,1631,1057,471,187,train
23337b3b5dfaf9.jpg,3600,3600,917,159,1927,1390,train
96b3e654fd8412.jpg,624,624,0,27,599,597,train
ecd8b3ec835e2b.jpg,3599,3599,1846,1187,203,121,train
9efcd87aec98d5.jpg,736,736,491,111,222,121,train
015997f3ce892c.jpg,1270,1270,42,0,1225,1030,train
bd102da9d01aac.jpg,2048,2048,401,550,918,294,train
0a4f4becf46a2e.jpg,1356,1356,134,186,1036,837,train
22730d0f81a884.jpg,3599,3599,1119,1206,349,223,train
020f01c713d9c3.jpg,3599,3599,1391,494,924,683,train
8b3b6b640b8520.jpg,3600,3600,628,1146,536,222,train
8f6ba512bd198f.jpg,1860,1860,287,330,559,196,train
03f7afe2696047.jpg,2121,2121,510,127,1080,788,train
1d70097b244036.jpg,1600,1600,575,25,669,429,train
ed1a24b0803c5e.jpg,3456,3456,1142,670,755,576,train
7ae1f3f9acd0a7.jpg,3599,3599,592,310,396,186,train
50308fec180894.jpg,3600,3600,3045,127,379,194,train
d00f17be80a300.jpg,3504,3504,1334,756,716,548,train
5574e54e5e764b.jpg,3599,3599,1553,1005,231,150,train
7452466072ddf0.jpg,3599,3599,1490,880,485,195,train
9c1c61a06d31b0.jpg,2611,2611,184,176,2037,1436,train
9020cb49aebfe1.jpg,3504,3504,1239,727,510,373,train
50444ef8013cb0.jpg,3160,3160,1260,175,640,533,train
8bccea301b6c98.jpg,3126,3126,2210,138,582,314,train
fa55ae481e29ca.jpg,1010,1010,251,202,512,387,train
08ee453764b60a.jpg,2409,2409,1453,47,584,193,train
34d7b28cdcbc4b.jpg,3340,3340,737,25,814,272,train
15124fec0ba68a.jpg,3456,3456,1093,94,1605,914,train
9ba634f77d6894.jpg,1780,1780,651,25,566,280,train
5a1561ea0f2469.jpg,3006,3006,452,340,790,255,train
ad63b468d6b100.jpg,503,503,0,6,503,517,train
638dcb88e8d440.jpg,564,564,358,9,59,32,train
424ad19eb5cc61.jpg,3599,3599,1294,255,465,216,train
12670fe7276208.jpg,3599,3599,1062,1268,1423,380,train
9ed5e063ec7034.jpg,3599,3599,734,370,1431,783,train
3e537c2291477b.jpg,3600,3600,1172,1263,732,241,train
652e0d6c4afa0d.jpg,267,267,0,21,267,435,train
cdaaf203703808.jpg,3600,3600,1490,1237,597,199,train
17892d2f54f181.jpg,3600,3600,671,265,2233,1466,train
d593adcf748ef4.jpg,1017,1017,212,105,426,209,train
021c4c80fc0750.jpg,3599,3599,375,417,424,188,train
6e925a1f595836.jpg,3599,3599,817,114,1906,1482,train
587a639dcf7e82.jpg,3504,3504,1453,906,515,377,train
11ed544dfcaf2a.jpg,3599,3599,1421,829,520,359,train
7c3be8fd67809e.jpg,3600,3600,626,20,2572,1234,train
76f4978b6f5395.jpg,3600,3600,1628,894,537,357,train
541b131534d03d.jpg,3600,3600,1098,155,1630,991,train
a6a1192abbc921.jpg,3600,3600,863,131,555,229,train
3a969dcacf53f7.jpg,3600,3600,1840,943,295,201,train
6b427e0edcfacb.jpg,3599,3599,1733,1010,536,148,train
f5cefe26d3d5d1.jpg,1686,1686,434,59,200,109,train
691bdc0ad1a366.jpg,3599,3599,1831,633,738,178,train
48839db85d927e.jpg,3599,3599,2005,1564,285,147,train
1a919a230e1000.jpg,2564,2564,380,404,1255,943,train
ee219731de3cc9.jpg,3599,3599,1752,340,918,640,train
3c071641f8d685.jpg,3599,3599,1843,1111,229,136,train
63c430285c5d1a.jpg,3599,3599,1226,962,342,171,train
4a24f26e268215.jpg,2278,2278,420,0,405,155,train
e39aaf406d27bd.jpg,2991,2991,2442,194,472,253,train
d03caed250d9fa.jpg,2447,2447,296,76,640,216,train
caa0360d13ef75.jpg,3599,3599,113,405,1929,984,train
beaf442e343b77.jpg,413,413,0,2,413,437,train
748be72cc6c5e7.jpg,2591,2591,256,221,1280,703,train
c557f3f79fe837.jpg,562,562,519,66,43,36,train
fcbdb6552c2a77.jpg,3599,3599,1018,7,371,161,train
a3969970fc66ba.jpg,3456,3456,1237,703,514,424,train
f7fef2f568be6e.jpg,1437,1437,648,255,458,168,train
e780c3988c035c.jpg,1089,1089,35,171,847,558,train
447e002dc46c0a.jpg,3599,3599,1889,1235,471,167,train
e5d61965b5ff1b.jpg,3021,3021,2266,65,388,177,train
a9b978037762c2.jpg,3456,3456,1417,1194,1065,761,train
5dd1e564571063.jpg,3121,3121,602,696,533,302,train
4ea261cafda9dd.jpg,3599,3599,2411,719,555,139,train
72386a0b50fe13.jpg,3599,3599,1611,1244,218,148,train
60f57b58060d0c.jpg,3599,3599,1875,930,410,262,train
dbd3ea92314e5c.jpg,3124,3124,540,50,407,172,train
74351592bbe878.jpg,1182,1182,932,19,182,91,train
f62691b2db9f90.jpg,2727,2727,1087,206,969,631,train
4dc150afe0ac96.jpg,3599,3599,654,4,1272,703,train
b51d13fc5b0267.jpg,2627,2627,554,61,1390,961,train
c07dfc9ff99889.jpg,2040,2040,1728,0,311,184,train
f9cff2570843a5.jpg,964,964,21,66,934,605,train
86b6bf66580de9.jpg,1741,1741,0,109,65,291,train
cd13d737e8d5ba.jpg,3156,3156,1980,74,469,230,train
24946c9661196d.jpg,3599,3599,1086,1036,289,197,train
2637acaf839acf.jpg,3504,3504,1761,798,1018,611,train
f7965a1eaaf8f4.jpg,3504,3504,1279,413,904,582,train
c9f687da8b24ee.jpg,3600,3600,1501,1471,266,154,train
a7b29eb320135b.jpg,2389,2389,244,50,220,110,train
92f83e34da2766.jpg,716,716,137,75,537,300,train
230b4c4b9d3b16.jpg,3504,3504,1411,328,1202,735,train
f4591cb8d331e1.jpg,3456,3456,884,374,1285,822,train
991b4c0ebada8b.jpg,3504,3504,1091,923,323,247,train
4e298389cbe2de.jpg,2240,2240,1380,763,133,97,train
4dd02343bdff6b.jpg,3504,3504,1593,756,540,486,train
b04aa67bd9efbd.jpg,3599,3599,2337,751,439,267,train
c9be3dd9ca01dd.jpg,3599,3599,1036,881,811,479,train
f109683d6e5a63.jpg,3504,3504,1706,801,324,271,train
5c47d3f8c74686.jpg,3504,3504,1603,22,1036,384,train
02750a7b38990f.jpg,644,644,260,163,139,86,train
135d51537c68a1.jpg,278,278,6,3,271,129,train
ef7302f72e7f4d.jpg,1186,1186,1083,28,102,182,train
0a97d99c1787d1.jpg,2240,2240,1055,1048,368,196,train
0dc5ac6db2f23e.jpg,1563,1563,26,49,1516,1023,train
f51210af2d485e.jpg,2000,2000,939,563,162,58,train
b3423fb228ddff.jpg,3456,3456,1054,444,1002,789,train
2018b59930e309.jpg,3456,3456,1495,909,386,327,train
6cc2553dac5366.jpg,3599,3599,1742,1187,134,53,train
7dff5ae41a28b9.jpg,3008,3008,557,774,454,229,train
181640d431270b.jpg,2232,2232,671,106,450,225,train
2d60f85e47de11.jpg,705,705,20,36,673,461,train
86aaaf4040d68b.jpg,3599,3599,1895,1039,134,148,train
eca8657610a968.jpg,3599,3599,1062,1436,280,133,train
432509543c34b5.jpg,3599,3599,1745,877,225,259,train
c96a586c581ebc.jpg,3599,3599,1218,1612,287,156,train
ed76c32e7eebd1.jpg,3599,3599,1437,841,376,185,train
68bbce728a847b.jpg,905,905,9,31,851,576,train
14ff23111b694f.jpg,3504,3504,1702,987,307,292,train
ca864b39742aea.jpg,1223,1223,738,175,205,100,train
56a65d14ab65a3.jpg,3599,3599,989,692,978,297,train
aca94e59c865bc.jpg,3599,3599,1879,1509,351,143,train
edc2e255597704.jpg,3599,3599,823,1261,1561,729,train
08cb8c1cb5c5ef.jpg,1000,1000,422,237,98,81,train
4fec42feae333c.jpg,3599,3599,1436,100,1162,398,train
468c9b11771d77.jpg,1200,1200,0,26,402,224,train
77a14a76828ba2.jpg,632,632,212,52,381,217,train
a0c9ec5f712fed.jpg,3499,3499,1201,0,585,200,train
50829af7b2689d.jpg,1538,1538,114,176,1178,716,train
724be429a33864.jpg,3504,3504,1472,927,353,299,train
89f5806be4cc85.jpg,3456,3456,1493,771,497,390,train
b51ad4c55ae5a1.jpg,3600,3600,1202,998,1096,777,train
083c778d430d85.jpg,1030,1030,90,103,811,462,train
716f055f8074c3.jpg,1563,1563,22,44,1516,936,train
fa7ab31c16b38c.jpg,3456,3456,1399,528,812,491,train
184f0172693480.jpg,2221,2221,208,270,1813,1096,train
1e41555a119452.jpg,861,861,391,89,261,90,train
b6ae5dbac271d9.jpg,217,217,0,2,214,215,train
ada1511ce275f4.jpg,708,708,174,109,263,171,train
efdf933e41b746.jpg,815,815,12,0,798,659,train
e39671af205adc.jpg,3504,3504,1459,700,553,426,train
4e26ca8d486216.jpg,3600,3600,1633,46,429,180,train
a73a2259c2fa5a.jpg,888,888,157,52,596,451,train
0b75b75a443ca9.jpg,3599,3599,65,1504,573,181,train
3beb64e08aee19.jpg,1776,1776,593,415,335,115,train
79ebcfb2ada52d.jpg,3599,3599,1392,894,803,483,train
69ed7baba75bfc.jpg,1237,1237,85,9,1109,779,train
58ee592fd955dd.jpg,857,857,25,38,824,684,train
46895cf7919512.jpg,3599,3599,630,1020,667,208,train
4a753990f5bbbf.jpg,3599,3599,1453,1509,458,208,train
02f1df8492628f.jpg,725,725,4,54,721,560,train
67584920af3a42.jpg,3504,3504,1702,1088,288,219,train
cec109c9977de7.jpg,3599,3599,1427,927,702,273,train
b49ece64d19cdc.jpg,3599,3599,2624,347,407,196,train
60fc05e49f727c.jpg,3599,3599,1645,835,486,323,train
d90793d7d70dc9.jpg,2000,2000,1074,485,211,85,train
e32415ec8fe0eb.jpg,2309,2309,71,673,1059,569,train
d696c5cf3e351f.jpg,3600,3600,1057,1197,448,367,train
614a3f94d49730.jpg,2738,2738,1366,592,321,235,train
cba844a8623ab6.jpg,3072,3072,1777,576,1253,427,train
d7143c421127cd.jpg,3599,3599,753,878,1878,867,train
6dbc821a0bfb9b.jpg,1714,1714,34,116,1651,1200,train
ac9f8bf9fea37d.jpg,1029,1029,373,161,287,214,train
f3568cee1383d9.jpg,1597,1597,659,3,932,832,train
e9b53b46c04b65.jpg,3599,3599,2024,946,283,155,train
091c1315c9ecd6.jpg,3600,3600,2709,1155,628,266,train
91c63c68d45a6e.jpg,3194,3194,1485,213,673,250,train
9eb1e1e602e902.jpg,1264,1264,477,40,265,106,train
3e3ea1422f7dd8.jpg,627,627,65,94,527,334,train
8171350e16b5b1.jpg,630,630,0,8,630,647,train
2cd8b09fac4707.jpg,3599,3599,2198,1081,172,101,train
e5b5a97de1d9af.jpg,1680,1680,0,325,65,55,train
157415ddc73798.jpg,924,924,19,27,884,649,train
d3c7e80617261c.jpg,378,378,0,5,378,391,train
b3a7371704d213.jpg,3504,3504,1630,880,391,317,train
9497786c0c4ff0.jpg,3599,3599,1127,49,1656,1312,train
16427ce4a1d636.jpg,3600,3600,1407,1000,497,290,train
92eeb79621f243.jpg,696,696,13,75,620,403,train
d1fbab46576ba2.jpg,3600,3600,1518,824,335,139,train
c1d95670e657f0.jpg,3599,3599,1492,1597,114,66,train
b6f8c3d64c35d3.jpg,3504,3504,1557,589,719,556,train
e473535089779f.jpg,3599,3599,2037,996,594,392,train
9d497ad9bf8989.jpg,2240,2240,8,638,571,347,train
f6273319d5bf9f.jpg,2882,2882,42,242,1609,1072,train
ca94aebf01603f.jpg,1833,1833,1138,24,437,140,train
fa55067a36dc37.jpg,3600,3600,1432,856,316,166,train
194a895cba298a.jpg,2943,2943,1330,411,999,741,train
e26e64cd5acd8c.jpg,407,407,2,27,401,359,train
d910b16bbf8ce5.jpg,3599,3599,1454,1011,628,215,train
ba7942fd0b4e85.jpg,3599,3599,1535,1409,395,153,train
f8266fb96ac580.jpg,1548,1548,616,70,825,650,train
ec125ebb2223cd.jpg,3599,3599,966,750,712,326,train
2264067d5f879d.jpg,2307,2307,998,640,317,140,train
3e2dd7b63f46d5.jpg,2795,2795,1062,302,1309,458,train
eab27afb449d56.jpg,3599,3599,1789,816,397,309,train
d827d45e123018.jpg,1960,1960,61,94,1870,1353,train
f77afd38e80d3c.jpg,3599,3599,1403,463,1019,913,train
0477be53d6e8c0.jpg,3600,3600,1731,808,405,256,train
d30804445efdb4.jpg,411,411,0,79,25,9,train
f825ac606f6376.jpg,1392,1392,367,87,588,478,train
7d93de1b4f24d0.jpg,1376,1376,12,97,1345,907,train
dbf8332c5ad1ad.jpg,3504,3504,1328,693,450,409,train
5715128a2bbc1b.jpg,3599,3599,2147,212,604,195,train
018eb32d843bb9.jpg,1034,1034,335,196,281,205,train
a7cd27ca0b0863.jpg,3599,3599,1734,583,1010,450,train
909ee81b95b0b7.jpg,656,656,0,0,656,740,train
4ea99ba7830a49.jpg,3456,3456,1112,717,434,375,train
be4f62db71ba5e.jpg,3599,3599,1481,1382,225,88,train
eef939a566625d.jpg,2567,2567,262,51,1600,790,train
e82eb0b1e8caa9.jpg,3504,3504,1740,532,332,338,train
3ac5d3f12d1f2e.jpg,1060,1060,6,107,1029,877,train
9e229e9050a9f2.jpg,3456,3456,1327,779,409,311,train
986a86d1f7d9be.jpg,3600,3600,661,305,1923,1125,train
d4da7b5815e511.jpg,1160,1160,752,154,144,49,train
621dd76567b20d.jpg,1334,1334,9,0,770,512,train
ff4ea2367fc186.jpg,3456,3456,1505,639,446,365,train
172fd8802be205.jpg,1800,1800,29,65,1661,1127,train
d1fb59718e6737.jpg,2691,2691,1076,31,369,161,train
c321760fb65429.jpg,1483,1483,84,158,1216,681,train
82861fda1f9ac6.jpg,3599,3599,1328,805,616,335,train
a76a3fd87f9908.jpg,3599,3599,1493,923,368,360,train
12837bccfa141b.jpg,3600,3600,2661,1479,239,120,train
86626531179b59.jpg,1227,1227,426,86,229,183,train
31feea96233073.jpg,3504,3504,1524,739,481,328,train
580dbdfaa96485.jpg,2240,2240,3,746,247,210,train
e4c5d0cb79d9f8.jpg,3600,3600,155,5,2720,1141,train
8a53919353c7ac.jpg,3456,3456,1470,810,341,328,train
d666d599fa9d01.jpg,3504,3504,1412,846,302,222,train
6ae570a9862d1c.jpg,3599,3599,1151,754,1500,669,train
8ef90821f6977d.jpg,3600,3600,2108,697,1293,430,train
d8504f31d79c4a.jpg,3599,3599,1641,1438,227,123,train
1d78c57406e408.jpg,1955,1955,538,235,467,311,train
c7e7ac882ce64d.jpg,1012,1012,508,126,295,206,train
824f859d9f76a5.jpg,705,705,0,2,700,833,train
ee4e6dfdbea461.jpg,3504,3504,1400,316,607,424,train
ea9d0971f973c0.jpg,3599,3599,2214,1446,129,74,train
823d1c8c4d1c91.jpg,2768,2768,2547,633,220,54,train
753fd783c85128.jpg,1402,1402,710,202,37,32,train
ca4fbd5a6ac14d.jpg,801,801,1,112,131,63,train
444081b983e056.jpg,2510,2510,1138,414,465,273,train
332a4e884e863c.jpg,2240,2240,0,508,242,207,train
ffbe63fae45945.jpg,958,958,9,20,942,771,train
ed1d7c6ccd553a.jpg,3599,3599,1982,817,285,261,train
069618ef49f738.jpg,3600,3600,1749,859,421,264,train
c8db1af6d9b7e6.jpg,510,510,0,4,510,528,train
77fa552608f68b.jpg,3599,3599,2242,1412,260,114,train
71a50fc593daed.jpg,3599,3599,1656,175,495,204,train
98e8d23cec5360.jpg,2004,2004,1588,133,209,110,train
1f3ce9d15914b3.jpg,1920,1920,1046,495,225,178,train
8524c8f953ac7d.jpg,3599,3599,2086,1332,109,46,train
d131f1a3fb0f02.jpg,3600,3600,1563,1200,330,153,train
d107c752a403f5.jpg,3100,3100,678,61,954,308,train
3f621a2b3c9ff9.jpg,3599,3599,2358,205,524,227,train
8d39cc1c4cb98c.jpg,3599,3599,1386,899,442,401,train
a7b16d36f1d2bc.jpg,1020,1020,665,18,163,57,train
f4a9fdb28fd2d9.jpg,3600,3600,1789,1178,577,220,train
08ec496ad0bbb0.jpg,1352,1352,520,53,212,86,train
bea833d9e92d9b.jpg,849,849,694,65,154,76,train
20c32abfcb05aa.jpg,3504,3504,1829,875,315,275,train
43610de37be817.jpg,3599,3599,1060,1448,214,102,train
3e3b8e9c4bac60.jpg,1016,1016,22,41,985,707,train
9cabcfd4f8ada2.jpg,3600,3600,1419,101,861,216,train
3e9c30ae6d229b.jpg,2070,2070,245,41,1674,1091,train
f601880aa79ac4.jpg,3504,3504,1858,391,639,440,train
9562a0f8ce0634.jpg,3504,3504,1144,421,1231,853,train
c51e02a6372575.jpg,2517,2517,926,60,1401,809,train
134e11fe624409.jpg,2182,2182,154,165,674,485,train
4fe7bb2b8eec04.jpg,1213,1213,95,96,1036,674,train
88d000bb6c6273.jpg,1328,1328,1200,211,124,155,train
3d4b74cb3d39e3.jpg,3551,3551,722,761,494,204,train
974682d78c940a.jpg,1005,1005,22,78,300,95,train
00835b2e9aa162.jpg,3599,3599,1061,584,203,181,train
bd41a3ea5fcc49.jpg,3600,3600,2638,0,371,173,train
e88eb09087649a.jpg,3456,3456,1244,923,414,288,train
8c78d56c33bac5.jpg,2927,2927,444,17,463,264,train
f2706399d661aa.jpg,1124,1124,1099,96,23,97,train
6b75f7fef56b93.jpg,3600,3600,1211,1282,429,168,train
e5387deaf71d67.jpg,3599,3599,2499,1183,610,478,train
7a512ae4b33c89.jpg,777,777,68,145,601,316,train
5af1f28bb9b35a.jpg,1711,1711,551,152,862,627,train
b8c288eeca8d50.jpg,606,606,0,3,606,675,train
de6d9c9c77cfd5.jpg,3599,3599,1847,951,267,202,train
033d19443ac013.jpg,3599,3599,2003,1367,87,42,train
3acc07c264947f.jpg,3504,3504,1279,528,569,382,train
ab1f20b10d9184.jpg,3600,3600,1240,123,1842,1446,train
1478b4a5458c14.jpg,1462,1462,521,14,682,376,train
dca86d29332041.jpg,3599,3599,1629,319,632,769,train
7ddb2ea7bc42a3.jpg,3504,3504,1413,119,1265,977,train
29bc70415dd9f9.jpg,2313,2313,955,328,542,442,train
a660c28835beee.jpg,3599,3599,1589,894,596,219,train
d6048d7ffa7ded.jpg,3335,3335,1068,801,804,287,train
7d1132a2166dc5.jpg,578,578,5,18,568,467,train
5eb8aae02ef030.jpg,3600,3600,1688,400,1265,822,train
9e6b441864ee04.jpg,3456,3456,1662,998,425,323,train
fbc6720a83b9d0.jpg,3599,3599,1777,767,538,354,train
2557b627e22e1f.jpg,3504,3504,1275,409,633,446,train
c9324740c404f9.jpg,3600,3600,878,26,1870,1741,train
706470483f131a.jpg,3599,3599,1507,174,444,210,train
6b1d1e95a49a4e.jpg,3504,3504,1388,588,700,546,train
11800d5d2566c0.jpg,472,472,15,28,454,406,train
cea67e347d2830.jpg,1920,1920,1335,206,471,157,train
a448d0208f0adf.jpg,3456,3456,1483,614,815,659,train
b0cb1ed55892df.jpg,855,855,6,9,841,832,train
a7c453a15e3cb1.jpg,3504,3504,1519,688,708,573,train
2e2fed3de64eb9.jpg,3599,3599,1394,1104,754,422,train
67e09a06071642.jpg,1263,1263,130,87,901,724,train
0189a3eec84aed.jpg,3599,3599,2105,1346,127,61,train
95919986cca597.jpg,3599,3599,1340,1174,274,247,train
db8d42f0bcd612.jpg,3600,3600,624,276,2428,1055,train
bea693da3e5f51.jpg,1378,1378,844,42,259,79,train
2a8fa011a9e09b.jpg,1358,1358,267,33,360,124,train
e2ab55c84252de.jpg,531,531,21,11,464,430,train
c7d50475abeac4.jpg,3599,3599,1743,1146,207,114,train
369bf5b1ff9590.jpg,2048,2048,0,103,320,193,train
9509fe9827f118.jpg,679,679,353,4,125,39,train
bd715f9eeae170.jpg,2303,2303,839,7,786,504,train
413bcb601f2e6d.jpg,1545,1545,612,130,484,184,train
9b15bc35136070.jpg,3456,3456,1423,792,474,328,train
f1f8a7ec554ca5.jpg,3599,3599,1492,935,444,378,train
14ba211991acbf.jpg,1295,1295,407,175,452,277,train
127c15373a6588.jpg,3599,3599,1078,999,1596,924,train
cc318bf8934cbc.jpg,3504,3504,1552,763,571,423,train
54c54e254a160c.jpg,3600,3600,738,120,2013,1841,train
ead447eb4a4d3a.jpg,3600,3600,1569,1379,178,74,train
78c192aa1d362f.jpg,1316,1316,332,65,204,73,train
9828f947dc4056.jpg,2182,2182,288,270,860,539,train
21e492a2d8b42a.jpg,3599,3599,1959,1528,278,106,train
f66ce0669c8d18.jpg,3504,3504,1550,749,461,331,train
efa85540ab2586.jpg,3504,3504,1426,529,852,578,train
de45beb37da809.jpg,3599,3599,1735,1038,367,136,train
9bcf23e8df3624.jpg,3600,3600,133,19,3160,1340,train
f49fe3786f0f94.jpg,640,640,0,11,610,542,train
2d60f83db79661.jpg,3599,3599,1386,997,554,406,train
1a17bc883f6705.jpg,1024,1024,20,49,990,680,train
6138975f9b0685.jpg,3600,3600,1245,1219,290,146,train
b3fac8bf37efc0.jpg,3600,3600,165,1003,608,367,train
ef760e6a7a94f3.jpg,3599,3599,1770,764,178,121,train
cc0d77aaf9acb4.jpg,3600,3600,1492,530,528,308,train
83c1b3aafc1efb.jpg,1792,1792,1,143,180,146,train
71c74883ef6883.jpg,3600,3600,135,82,588,260,train
1306cf68d23179.jpg,3600,3600,1304,931,320,211,train
a4f2cc40d4374a.jpg,2311,2311,610,53,392,132,train
f4735d624d2cb4.jpg,3456,3456,1134,380,1269,720,train
623caf6bb5798a.jpg,1372,1372,435,197,476,347,train
df96866c63af0d.jpg,3000,3000,166,12,2604,1488,train
10764f43dda1ca.jpg,3600,3600,1802,168,306,219,train
79c663f17f0214.jpg,3504,3504,1160,999,705,406,train
25ba974fb5792b.jpg,2730,2730,677,89,1287,1128,train
fe8bdfce2e8ed8.jpg,3456,3456,1521,943,517,356,train
6e62ad7a6014ee.jpg,611,611,37,0,139,44,train
98f01a7c8380e9.jpg,2784,2784,2274,798,267,121,train
4d14e5a6d891b8.jpg,3600,3600,2062,38,1064,312,train
14b6f7ef26e311.jpg,1544,1544,1118,105,236,144,train
c16f016ea189e4.jpg,3600,3600,1710,1437,303,133,train
fb838cbd49b0b6.jpg,1921,1921,49,102,1545,1071,train
26d551d96ad40f.jpg,2240,2240,1104,656,158,69,train
8e04172be115f7.jpg,3456,3456,1256,477,803,523,train
